"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 04/27/2017. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. ",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Query Result Counts:,,,,,,,,,,,,,,,,,,,,,,,,
"Your query returned a total of 2,232 Crashes containing 2,264 Units and 2,319 Persons",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Query Filters:,,,,,,,,,,,,,,,,,,,,,,,,
Crash Year Is In 2010 or 2011 or 2012 or 2013 or 2014 or 2015 or 2016 or 2017,,,,,,,,,,,,,,,,,,,,,,,,
City Is Equal To Austin,,,,,,,,,,,,,,,,,,,,,,,,
Unit Description Is Equal To Pedalcyclist,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Crash ID,Average Daily Traffic Amount,Average Daily Traffic Year,Crash Death Count,Crash Incapacitating Injury Count,Crash Non-incapacitating Injury Count,Crash Not Injured Count,Crash Possible Injury Count,Crash Severity,Crash Time,Crash Year,Day of Week,Intersecting Street Name,Intersection Related,Latitude,Light Condition,Longitude,Manner of Collision,Medical Advisory Flag,Object Struck,Road Base Type,Speed Limit,Street Name,Surface Condition,Weather Condition
11275770,115456,2014,0,0,0,1,1,Possible Injury,1739,2010,Tuesday,N/A,Non Intersection,30.372477550,Daylight,-97.724839750,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),55,US0183,Dry,Clear
11167757,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1435,2010,Wednesday,N/A,Driveway Access,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,METRIC BLVD,Dry,Cloudy
11318186,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1618,2010,Wednesday,W 21ST ST,Intersection,30.283964780,Daylight,-97.744012460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,NUECES ST,Dry,Clear
11259446,33647,2014,0,0,0,0,1,Possible Injury,439,2010,Friday,N/A,Non Intersection,30.262400350,"Dark, Lighted",-97.757967200,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),35,SL0343,Wet,Rain
11275895,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1742,2010,Friday,INDUSTRIAL BLVD,Intersection,30.220354790,Daylight,-97.765522460,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,40,S CONGRESS AVE,Dry,Cloudy
12111502,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1651,2010,Friday,N/A,Non Intersection,30.294614770,Daylight,-97.742482460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,GUADALUPE ST,Dry,Cloudy
11385296,No Data,No Data,0,1,0,1,0,Incapacitating Injury,722,2010,Wednesday,W 6TH ST,Intersection,30.268054780,Daylight,-97.742812460,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,35,CONGRESS AVE,Unknown,Unknown
11184837,No Data,No Data,0,0,0,0,1,Possible Injury,758,2010,Friday,UNKNOWN,Intersection,30.323281190,Daylight,-97.734007170,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,NORTHLOOP BLVD W,Dry,Clear
11184966,No Data,No Data,0,0,0,4,1,Possible Injury,1658,2010,Monday,CONGRESS AVE S,Intersection,30.235504790,Daylight,-97.756362460,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,35,CUMBERLAND RD,Dry,Cloudy
11185022,No Data,No Data,0,0,1,2,0,Non-Incapacitating Injury,1315,2010,Saturday,W 30TH ST,Intersection,30.296494770,Daylight,-97.742112460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,GUADALUPE ST,Dry,Clear
11184972,No Data,No Data,0,0,1,4,0,Non-Incapacitating Injury,1216,2010,Sunday,UNKNOWN,Intersection,30.343964760,Daylight,-97.714952470,Angle - Both Going Straight,No,Not Applicable,No Data,45,N LAMAR BLVD,Dry,Clear
11656056,123443,2014,0,1,0,2,0,Incapacitating Injury,1945,2010,Sunday,US0183,Intersection,30.368211900,"Dark, Lighted",-97.742485220,One Motor Vehicle - Turning Left,No,Not Applicable,Flex Base (Granular),35,SL0001,Dry,Cloudy
11768495,No Data,No Data,0,0,1,2,0,Non-Incapacitating Injury,1126,2010,Friday,GUADALUPE ST,Intersection,30.269974780,Daylight,-97.745942460,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,30,W 7TH ST,Wet,Cloudy
11216714,33647,2014,0,0,1,1,0,Non-Incapacitating Injury,1840,2010,Saturday,N/A,Driveway Access,30.260358630,"Dark, Not Lighted",-97.758699450,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),40,SL0343,Dry,Clear
11218909,38267,2014,0,1,0,1,0,Incapacitating Injury,817,2010,Monday,EL SALIDO PKWY,Intersection Related,30.458084340,Daylight,-97.823052010,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),55,RM0620,Dry,Cloudy
12117650,No Data,No Data,0,0,0,2,1,Possible Injury,1152,2010,Monday,UNKNOWN,Intersection Related,30.236047370,Daylight,-97.763457710,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,S 1ST ST,Dry,Clear
11185428,No Data,No Data,0,0,0,0,1,Possible Injury,758,2010,Thursday,UNKNOWN,Intersection,30.323281190,Daylight,-97.734007170,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,NORTHLOOP BLVD W,Dry,Clear
11340203,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1543,2010,Thursday,N/A,Driveway Access,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,55,US0071,Dry,Clear
11220121,44866,2014,0,0,0,1,1,Possible Injury,1654,2010,Sunday,N/A,Non Intersection,30.355336240,Daylight,-97.793489840,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),60,SL0360,Dry,Clear
11312103,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,650,2010,Monday,PLEASANT VALLEY RD N,Intersection,30.260094780,Daylight,-97.709462470,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,E 7TH ST,Wet,Cloudy
11217227,No Data,No Data,0,0,0,2,1,Possible Injury,230,2010,Tuesday,N/A,Non Intersection,No Data,"Dark, Not Lighted",No Data,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,WOODWARD ST,Other (Explain In Narrative),Cloudy
11219281,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1734,2010,Tuesday,BRAZOS ST,Intersection Related,30.280274780,Daylight,-97.736782460,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,35,E MARTIN LUTHER KING JR BLVD,Dry,Clear
11524643,No Data,No Data,0,0,0,1,0,Not Injured,1541,2010,Tuesday,N/A,Not Reported,No Data,Daylight,No Data,One Motor Vehicle - Other,No,Not Applicable,No Data,45,IH0035,Dry,Clear
11546153,No Data,No Data,0,0,0,1,1,Possible Injury,1420,2010,Tuesday,STARSTREAK DR,Intersection Related,30.193424800,Daylight,-97.780062460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,W WILLIAM CANNON DR,Dry,Clear
11231122,No Data,No Data,0,1,0,1,0,Incapacitating Injury,1026,2010,Wednesday,UNKNOWN,Intersection,30.451214750,Daylight,-97.805882440,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,HARD ROCK RD,Dry,Clear
11464818,No Data,No Data,0,0,2,1,0,Non-Incapacitating Injury,1737,2010,Wednesday,RIO GRANDE ST,Intersection,30.278774780,Daylight,-97.746192460,Opposite Direction - One Straight-One Left Turn,No,Not Applicable,No Data,30,W 15TH ST,Dry,Clear
11470674,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1136,2010,Monday,W 30TH ST,Intersection,30.294304770,Daylight,-97.737482460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,UNIVERSITY AVE,Wet,Rain
11470675,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1136,2010,Monday,W 30TH ST,Intersection,30.294304770,Daylight,-97.737482460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,UNIVERSITY AVE,Wet,Rain
11328398,124466,2014,0,1,0,1,0,Incapacitating Injury,608,2010,Tuesday,N/A,Non Intersection,30.361069040,"Dark, Not Lighted",-97.686256610,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),55,IH0035,Wet,Fog
11376350,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1325,2010,Tuesday,DUVAL ST,Intersection,30.292644770,Daylight,-97.733632460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,RATHERVUE PL,Dry,Clear
11350439,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,2326,2010,Wednesday,UNKNOWN,Intersection Related,30.298833920,"Dark, Lighted",-97.740636320,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,GUADALUPE ST,Dry,Clear
11243422,20895,2014,0,0,1,0,0,Non-Incapacitating Injury,2025,2010,Sunday,RED RIVER ST,Intersection,30.261844200,"Dark, Lighted",-97.738868710,One Motor Vehicle - Turning Right,No,Not Applicable,Concrete,30,SL0343,Dry,Clear
11376416,No Data,No Data,0,0,1,2,0,Non-Incapacitating Injury,1140,2010,Sunday,N/A,Driveway Access,30.262978220,Daylight,-97.726367920,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,30,E 6TH ST,Dry,Clear
11359866,No Data,No Data,0,0,0,1,1,Possible Injury,2123,2010,Monday,N/A,Non Intersection,No Data,Unknown,No Data,One Motor Vehicle - Backing,No,Not Applicable,No Data,0,E RIVERSIDE DR DR,Unknown,Unknown
11275652,21351,2014,0,0,1,1,0,Non-Incapacitating Injury,1753,2010,Wednesday,CONGRESS AVE,Intersection,30.263395630,Daylight,-97.744496830,One Motor Vehicle - Going Straight,No,Not Applicable,Concrete,35,SL0343,Dry,Clear
11328503,No Data,No Data,0,0,1,0,0,Non-Incapacitating Injury,227,2010,Wednesday,N/A,Non Intersection,30.269914780,"Dark, Lighted",-97.742102460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,W 8TH ST,Dry,Clear
11354970,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1934,2010,Wednesday,OAK KNOLL DR,Intersection,30.427594750,Daylight,-97.760062450,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,45,JOLLYVILLE RD,Dry,Clear
11676787,No Data,No Data,0,0,0,1,0,Not Injured,1711,2010,Thursday,E RIVERSIDE DR,Intersection Related,30.224904790,Daylight,-97.703492470,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,35,MONTOPOLIS DR,Dry,Clear
11942966,No Data,No Data,0,0,0,1,1,Possible Injury,2045,2010,Thursday,E 22ND ST,Intersection Related,30.283434780,Daylight,-97.717972470,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,30,CHESTNUT AVE,Dry,Clear
11350536,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1442,2010,Friday,UNKNOWN,Intersection,30.258904780,Daylight,-97.746212460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,CONGRESS AVE S,Dry,Clear
11649633,No Data,No Data,0,0,0,2,1,Possible Injury,107,2010,Friday,BRAZOS ST,Intersection,30.267684780,"Dark, Lighted",-97.741472460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,E 6TH ST,Dry,Clear
11781406,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1621,2010,Friday,UNKNOWN,Intersection,30.272344770,Daylight,-97.735012450,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,30,E 12TH ST,Dry,Clear
11942975,No Data,No Data,0,1,0,4,0,Incapacitating Injury,2129,2010,Friday,UNKNOWN,Intersection Related,30.262534780,"Dark, Lighted",-97.722102470,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,CHICON ST,Dry,Clear
11384922,148494,2014,0,0,1,1,0,Non-Incapacitating Injury,2115,2010,Saturday,N/A,Non Intersection,30.263380390,"Dark, Not Lighted",-97.735541840,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),45,IH0035,Dry,Clear
11258683,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1623,2010,Sunday,E MARTIN LUTHER KING JR BLVD,Intersection,30.285844770,Daylight,-97.682622480,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,SPRINGDALE RD,Dry,Clear
11696187,No Data,No Data,0,0,0,1,1,Possible Injury,1112,2010,Thursday,OLTORF ST E,Intersection Related,30.238640190,Daylight,-97.753674030,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,S CONGRESS AVE,Dry,Clear
11258534,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1800,2010,Friday,N/A,Non Intersection,30.335967040,Daylight,-97.720013830,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,40,N LAMAR BLVD,Dry,Clear
11942998,No Data,No Data,0,1,0,0,0,Incapacitating Injury,1831,2010,Saturday,SPRINGDALE RD,Intersection,30.273994780,Daylight,-97.690152480,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,LEDESMA RD,Dry,Clear
11372268,125081,2014,0,0,1,0,0,Non-Incapacitating Injury,1903,2010,Monday,FM1325,Intersection,30.360404760,"Dark, Not Lighted",-97.716683840,One Motor Vehicle - Going Straight,No,Not Applicable,Concrete,0,US0183,Dry,Clear
11372269,49417,2014,0,0,0,2,0,Not Injured,1732,2010,Tuesday,SILVER SPUR,Intersection,30.417574890,Daylight,-97.699373020,One Motor Vehicle - Turning Left,No,Not Applicable,Flex Base (Granular),45,FM0734,Dry,Clear
11567329,22775,2014,0,1,0,2,0,Incapacitating Injury,448,2010,Wednesday,N/A,Non Intersection,30.279925600,"Dark, Lighted",-97.702294540,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),45,SL0111,Dry,Clear
11283440,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,916,2010,Thursday,N/A,Driveway Access,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,40,BRODIE LN,Dry,Clear
11283543,No Data,No Data,0,0,1,2,0,Non-Incapacitating Injury,104,2010,Friday,N/A,Non Intersection,30.260564170,"Dark, Not Lighted",-97.745554540,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,CONGRESS AVE S,Dry,Clear
11370126,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,949,2010,Friday,UNKNOWN,Intersection,30.220817140,Daylight,-97.794051280,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,FM 2304,Dry,Clear
11283603,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,106,2010,Sunday,OLTORF ST E,Intersection,30.238794790,"Dark, Lighted",-97.753542460,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,35,S CONGRESS AVE,Dry,Clear
11283680,No Data,No Data,0,0,0,2,0,Not Injured,837,2010,Monday,E MARTIN LUTHER KING JR BLVD,Intersection,30.279964780,Daylight,-97.735722460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,SAN JACINTO BLVD,Dry,Cloudy
11286914,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1402,2010,Tuesday,DUVAL ST,Intersection,30.292644770,Daylight,-97.733632460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,25,E 31ST ST,Dry,Clear
11596671,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,851,2010,Wednesday,UNKNOWN,Intersection,30.185185760,Daylight,-97.853271100,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,40,W SLAUGHTER LN,Dry,Cloudy
11764578,44197,2014,0,0,0,1,1,Possible Injury,1359,2010,Wednesday,N/A,Non Intersection,30.388410560,Daylight,-97.751662030,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),60,SL0360,Dry,Cloudy
11393812,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1722,2010,Thursday,N/A,Non Intersection,30.250333100,Daylight,-97.749418230,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,0,CONGRESS AVE S,Dry,Clear
11545919,No Data,No Data,0,0,0,1,1,Possible Injury,919,2010,Thursday,BRODIE LN,Intersection Related,30.152674810,Daylight,-97.856862440,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,GATLING GUN LN,Dry,Cloudy
11300043,No Data,No Data,0,1,0,1,0,Incapacitating Injury,1643,2010,Friday,2ND ST S,Intersection,30.246964780,Daylight,-97.757812460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,MARY ST W,Dry,Clear
11486416,197636,2014,0,1,0,1,0,Incapacitating Injury,940,2010,Friday,DRISKILL ST,Intersection,30.260511910,Daylight,-97.736660730,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),35,IH0035,Dry,Clear
11548016,No Data,No Data,0,0,0,2,1,Possible Injury,1941,2010,Friday,ANGELINA ST,Intersection,30.268864780,Daylight,-97.724272470,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,ROSEWOOD AVE,Dry,Clear
11946086,No Data,No Data,0,0,0,1,1,Possible Injury,1154,2010,Saturday,W BRAKER LN,Intersection Related,30.400694750,Daylight,-97.748842460,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,35,JOLLYVILLE RD,Dry,Clear
11946093,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1813,2010,Monday,BURNET RD,Intersection,30.319834770,Daylight,-97.739182460,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,35,W 49TH ST,Dry,Clear
11300913,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1239,2010,Tuesday,E RIVERSIDE DR,Intersection,30.226984790,Daylight,-97.708002470,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,40,GROVE BLVD,Dry,Clear
11312071,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1825,2010,Wednesday,UNKNOWN,Intersection,30.325605600,Daylight,-97.744949750,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,35,SHOAL CREEK BLVD,Dry,Cloudy
11328062,No Data,No Data,0,0,1,0,0,Non-Incapacitating Injury,1300,2010,Friday,N/A,Driveway Access,30.241683530,Daylight,-97.759948770,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,35,S 1ST ST,Unknown,Unknown
11942943,52925,2014,0,0,1,1,0,Non-Incapacitating Injury,2120,2010,Friday,W WILLIAM CANNON DR,Intersection Related,30.234161540,"Dark, Not Lighted",-97.864567830,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),45,US0290,Wet,Rain
11311856,No Data,No Data,0,0,1,2,0,Non-Incapacitating Injury,1627,2010,Sunday,SAN JACINTO BLVD,Intersection Related,30.291040640,Daylight,-97.734717670,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,DUVAL ST,Dry,Clear
11336975,No Data,No Data,0,0,0,3,0,Not Injured,1130,2010,Sunday,MANOR RD,Intersection,30.286274770,Daylight,-97.706372470,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,45,AIRPORT BLVD,Dry,Cloudy
11336967,No Data,No Data,0,0,0,1,1,Possible Injury,1538,2010,Tuesday,N/A,Non Intersection,30.256763310,Daylight,-97.747028120,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,CONGRESS AVE S,Dry,Clear
11546133,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1240,2010,Tuesday,GLISSMAN RD,Intersection,30.258504780,Daylight,-97.700082470,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,30,SPRINGDALE RD,Dry,Cloudy
11464929,124047,2014,0,0,1,1,0,Non-Incapacitating Injury,1650,2010,Thursday,N/A,Driveway Access,30.227702410,Daylight,-97.774354460,One Motor Vehicle - Turning Right,No,Not Applicable,Concrete,0,US0290,Wet,Rain
11344160,164391,2014,0,1,0,1,0,Incapacitating Injury,2205,2010,Friday,E 12TH ST,Intersection Related,30.271671730,"Dark, Lighted",-97.732450680,One Motor Vehicle - Turning Left,No,Not Applicable,Flex Base (Granular),40,IH0035,Dry,Clear
11459524,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,1736,2010,Friday,N/A,Driveway Access,30.251506080,Daylight,-97.748976210,One Motor Vehicle - Turning Right,No,Not Applicable,No Data,35,CONGRESS AVE S,Wet,Clear
11420367,No Data,No Data,0,0,0,1,1,Possible Injury,1545,2010,Monday,W 1ST ST,Intersection,30.264334780,Daylight,-97.748032460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,GUADALUPE ST,Dry,Clear
11764569,No Data,No Data,0,0,0,1,1,Possible Injury,2119,2010,Monday,DUVAL RD,Intersection,30.417244750,"Dark, Lighted",-97.750042450,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,0,JOLLYVILLE RD,Dry,Cloudy
11343940,No Data,No Data,0,0,0,1,1,Possible Injury,1404,2010,Tuesday,N/A,Driveway Access,30.282314780,Daylight,-97.742062460,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,0,GUADALUPE ST,Dry,Clear
11464930,No Data,No Data,0,0,0,1,0,Not Injured,1600,2010,Tuesday,N/A,Non Intersection,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,35,S SOUTH GRIST ST,Dry,Clear
11567147,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,844,2010,Wednesday,PAYTON GIN RD,Intersection,30.362214760,Daylight,-97.710092470,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,35,PARKFIELD DR,Dry,Unknown
11350617,44197,2014,0,0,1,1,0,Non-Incapacitating Injury,1337,2010,Friday,WILDRIDGE DR,Intersection,30.388530020,Daylight,-97.750066150,One Motor Vehicle - Turning Right,No,Not Applicable,Flex Base (Granular),0,SL0360,Dry,Clear
11359779,No Data,No Data,0,0,1,4,0,Non-Incapacitating Injury,1644,2010,Friday,N/A,Driveway Access,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,IH0035,Dry,Clear
11359834,No Data,No Data,0,0,0,1,1,Possible Injury,1900,2010,Saturday,N/A,Non Intersection,No Data,Dusk,No Data,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,E RIVERSIDE DR,Dry,Clear
11459615,No Data,No Data,0,0,1,1,0,Non-Incapacitating Injury,2042,2010,Monday,UNKNOWN,Intersection,30.336716410,Daylight,-97.719556720,One Motor Vehicle - Turning Left,No,Not Applicable,No Data,40,JUSTIN LN,Dry,Clear
11359825,22775,2014,0,0,0,1,1,Possible Injury,400,2010,Tuesday,N/A,Non Intersection,30.279569460,"Dark, Not Lighted",-97.702058460,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),40,SL0111,Dry,Clear
11524656,29839,2014,0,0,0,1,1,Possible Injury,1152,2010,Tuesday,FM0734,Intersection,30.363147960,Daylight,-97.696968170,One Motor Vehicle - Going Straight,No,Not Applicable,Flex Base (Granular),45,SL0275,Dry,Clear
11942944,No Data,No Data,0,0,0,0,1,Possible Injury,1206,2010,Wednesday,N/A,Non Intersection,No Data,Daylight,No Data,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,0,IH0035,Dry,Clear
11376692,No Data,No Data,0,0,0,2,1,Possible Injury,1153,2010,Sunday,N/A,Non Intersection,30.292102620,Daylight,-97.731491460,One Motor Vehicle - Going Straight,No,Not Applicable,No Data,30,HARRIS PARK AVE,Dry,Cloudy
